document_title,document_number,action,publication_date,pdf_url,abstract,excerpts,topics,dates,page_length,start_page,end_page,significant,agency_names,agency_ids,agency_urls,agency_parent_ids,agency_slugs,cfr_titles,cfr_parts
Physician-Focused Payment Model Technical Advisory Committee; Meetings,2022-28330,Notice of meetings.,2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28330.pdf,This notice announces the 2023 meetings of the Physician- Focused Payment Model Technical Advisory Committee (PTAC). These meetings include deliberation and voting on proposals for physician- focused payment models (PFPMs) submitted by individuals and stakeholder entities and may include discussions on topics related to current or previously submitted PFPMs. All meetings are open to the public.,This notice announces the 2023 meetings of the Physician- Focused Payment Model Technical Advisory Committee (PTAC). These meetings include deliberation and voting on proposals for physician- focused payment models (PFPMs) submitted by individuals and...,,The 2023 PTAC meetings will occur on the following dates:,1,80188,80188,,Health and Human Services Department,221,https://www.federalregister.gov/agencies/health-and-human-services-department,None,health-and-human-services-department,,
National Institute of Diabetes and Digestive and Kidney Diseases; Notice of Meeting,2022-28370,,2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28370.pdf,,,,"March 27-28, 2023.",2,80188,80189,,"Health and Human Services Department, National Institutes of Health","221, 353","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/national-institutes-of-health","None, 221","health-and-human-services-department, national-institutes-of-health",,
Office of the Director; Notice of Meeting,2022-28288,,2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28288.pdf,,,,"February 17, 2023.",1,80189,80189,,"Health and Human Services Department, National Institutes of Health","221, 353","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/national-institutes-of-health","None, 221","health-and-human-services-department, national-institutes-of-health",,
National Institute of Diabetes and Digestive and Kidney Diseases; Notice of Closed Meeting,2022-28358,,2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28358.pdf,,,,"January 12, 2023.",2,80189,80190,,"Health and Human Services Department, National Institutes of Health","221, 353","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/national-institutes-of-health","None, 221","health-and-human-services-department, national-institutes-of-health",,
National Institute of Diabetes and Digestive and Kidney Diseases; Notice of Meeting,2022-28373,,2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28373.pdf,,,,"October 12-13, 2023.",1,80190,80190,,"Health and Human Services Department, National Institutes of Health","221, 353","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/national-institutes-of-health","None, 221","health-and-human-services-department, national-institutes-of-health",,
Prospective Grant of an Exclusive Patent License: Development and Commercialization of Engineered Cell Therapies for the Treatment of Cancer,2022-28357,Notice.,2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28357.pdf,"The National Cancer Institute, an institute of the National Institutes of Health, Department of Health and Human Services, is contemplating the grant of an Exclusive Patent License to practice the inventions embodied in the Patents and Patent Applications listed in the Supplementary Information section of this Notice to Affini-T Therapeutics, Inc. (""Affini-T""), headquartered in Watertown, MA.","The National Cancer Institute, an institute of the National Institutes of Health, Department of Health and Human Services, is contemplating the grant of an Exclusive Patent License to practice the inventions embodied in the Patents and Patent...",,"Only written comments and/or applications for a license which are received by the National Cancer Institute's Technology Transfer Center on or before January 13, 2023 will be considered.",2,80190,80191,,"Health and Human Services Department, National Institutes of Health","221, 353","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/national-institutes-of-health","None, 221","health-and-human-services-department, national-institutes-of-health",,
National Institute of General Medical Sciences; Notice of Closed Meeting,2022-28377,,2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28377.pdf,,,,"March 6, 2023",1,80191,80191,,"Health and Human Services Department, National Institutes of Health","221, 353","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/national-institutes-of-health","None, 221","health-and-human-services-department, national-institutes-of-health",,
Agency Information Collection Activities: Proposed Collection; Comment Request,2022-28403,,2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28403.pdf,,,,,4,80191,80194,,"Health and Human Services Department, Substance Abuse and Mental Health Services Administration","221, 479","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/substance-abuse-and-mental-health-services-administration","None, 221","health-and-human-services-department, substance-abuse-and-mental-health-services-administration",,
Agency Information Collection Activities; Revision of a Currently Approved Collection: Application for Waiver of Grounds of Inadmissibility,2022-28294,60-Day notice.,2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28294.pdf,"The Department of Homeland Security (DHS), U.S. Citizenship and Immigration (USCIS) invites the general public and other Federal agencies to comment upon this proposed extension of a currently approved collection of information. In accordance with the Paperwork Reduction Act (PRA) of 1995, the information collection notice is published in the Federal Register to obtain comments regarding the nature of the information collection, the categories of respondents, the estimated burden (i.e. the time, effort, and resources used by the respondents to respond), the estimated cost to the respondent, and the actual information collection instruments.","The Department of Homeland Security (DHS), U.S. Citizenship and Immigration (USCIS) invites the general public and other Federal agencies to comment upon this proposed extension of a currently approved collection of information. In accordance with the...",,"Comments are encouraged and will be accepted for 60 days until February 27, 2023.",2,80194,80195,,"Homeland Security Department, U.S. Citizenship and Immigration Services","227, 499","https://www.federalregister.gov/agencies/homeland-security-department, https://www.federalregister.gov/agencies/u-s-citizenship-and-immigration-services","None, 227","homeland-security-department, u-s-citizenship-and-immigration-services",,
National Register of Historic Places; Notification of Pending Nominations and Related Actions,2022-28326,Notice.,2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28326.pdf,"The National Park Service is soliciting electronic comments on the significance of properties nominated before December 17, 2022, for listing or related actions in the National Register of Historic Places.","The National Park Service is soliciting electronic comments on the significance of properties nominated before December 17, 2022, for listing or related actions in the National Register of Historic Places.",,"Comments should be submitted electronically by January 13, 2023.",2,80195,80196,,"Interior Department, National Park Service","253, 362","https://www.federalregister.gov/agencies/interior-department, https://www.federalregister.gov/agencies/national-park-service","None, 253","interior-department, national-park-service",,
Agency Information Collection Activities; Comment Request; Overpayment Detection and Recovery Activities,2022-28345,Notice.,2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28345.pdf,"The Department of Labor's (DOL) Employment and Training Administration (ETA) is soliciting comments concerning a proposed extension for the authority to conduct the information collection request (ICR) titled, ""Overpayment Detection and Recovery Activities."" This comment request is part of continuing Departmental efforts to reduce paperwork and respondent burden in accordance with the Paperwork Reduction Act of 1995 (PRA).","The Department of Labor's (DOL) Employment and Training Administration (ETA) is soliciting comments concerning a proposed extension for the authority to conduct the information collection request (ICR) titled, ""Overpayment Detection and Recovery...",,"Consideration will be given to all written comments received by February 27, 2023.",2,80196,80197,,"Labor Department, Employment and Training Administration","271, 133","https://www.federalregister.gov/agencies/labor-department, https://www.federalregister.gov/agencies/employment-and-training-administration","None, 271","labor-department, employment-and-training-administration",,
